Comments,Type
មិនបាច់ទៅបន្លំថតនៅស្រុកយួនទេ,0
គេមានលិខិតស្នាមកុំចេះតែចោទ,0
អាឳក៏ឆ្កែអាកូនក៏ឆ្កែ,1
យូនចូលៗកយ៉ាងអាណាធិប្បតេយ្យ,0
កន្លែងណាក៏មានដែសម័យនេះនោះ,0
ចុះម៉ូតូខ្មែរចូលប្រទេសវៀតណាមត្រូវប្ដូរផ្លាកលេខដែរមែន,0
មកសង្កាត់ស្នោរយកទៅណាអស់ខណ្ឌ័កំបូល,0
ប្រទេសចូលអាស៊ានអោយតែមានប៉ាសស្ពរចូលទៅណាក៍បានគេមិនគិតស្លាកលេខទេខ្មែរយើងចូលយួនក៍បានដែរថៃចូលមកយលងក៍បានឡាវចូលមកយើងក៍បានមកមើលនៅបាត់ដំបងឡានថៃចូលមករាល់ថ្ងៃ,0
ពេញតែស្រុកខ្មែរហ្នឹង,0
ចុមពួកអាខ្វាក់ភ្នែកអស់និងមេីលមិនឃេីញទេ,1
បងប្រយ័ត្នគេថារូបភាពកាត់តណា,0
សេរីភាព​ ពេញលេញ,0
យួនៗ,0
ជួបច្រើនណាស់,0
ខ្សែគេកុំមាត់,0
ប៉ូលីសវាខ្វាក់ភ្នែកអស់ហើយ។,1
មានអីចំម្លែកបង ខ្ញុំទៅប្រទេសថៃ ប្រទេសវៀតណាម ឃើញដូចតែបងដែលណឹង,0
សន្តិភាពអាចធ្វើបាន,0
យួនពេញប្រទេសកម្ពុជា ហើយសព្វថ្ងៃនេះ,0
បួនសិចមួយយប់  four sex one Night,1
ធម្មតាទៅហើយ,0
ពួកវាអត់បេីកគ្រាប់ភ្នែកទេ,0
គ្រប់កន្លែងហើយបងចប់,0
វើចង់រកមោនខ្វះទេ យួន ខ្វល់អី1ហ្នឹង រសនៅពេញទឹកពេញដី ទូទៅហើយ,0
នឹងហើយ គេហៅណាំយ៉ាងនោះ គួរយល់,0
ដូចជាគ្មានឃើញពួកប៉ូលីសចូលខមិន តើពួកប៉ូលីសខ្មែរចេះស្រលាញ់ជាតិខ្លួនឯងអត់ណ៎?,0
អសម្ថភាព,0
គ្រប់ខេត្តក្រុងចយអើយ,0
យួន Coming,0
នៅទឹកល្អកបី..បឹងសាឡាង..សម្បូរណាស់,0
មិនទាន់កាត់អស់ផងកសិករវេទនាបាត់ទៅហើយចុះបើកាត់ទៀតតើរំពឹងអីទៀត កម្មករ កសិករ ម្ចាស់អាជីកម្មខ្នាតតូច។,0
អ្នករកសុីគេចង់មកវិនិយោគលើប្រទេសដែលប្រជាជនមានសេដ្ឋកិច្ចល្អ រឹងមាំ  មានចំនួនប្រជាជនច្រើន មិនមែនប្រទេសដែលបាត់បង់កម្លាំងពលកម្មហើយគ្មានជំនាញទេ,0
កូនខ្មែរយើងភាគច្រើន គាត់មិនបានដឹងថាEBAនិងយ៉ាងទេ,0
បោកខ្ញុំមិនបានទេព្រោះខ្ញុំជាមនុស្សម្នាកស្គាល់ខ្លួនឋងនឆងសង្គមមួយនេះបានច្រើនគួរសមទោះសាច់រឿងយ៉ាងណានៅតែស្គាល់ធាតុពិតរបស់តួ,0
រឿងមួយមិនដោះស្រាយបែបង្វែទៅរឿងផ្សេង កូនខ្មែរយើងតាមមិនទាន់តេ,0
កុំបន្ទោសទេគេ មកពីយើងខ្លួនឯងទេ សម្រាប់ខ្ញុំដឹងតាំងពីក្រោយថ្ងៃ១៦ វិច្ឆិកា ឆ្នាំមុនកូវិដមកម្លេះ,0
តាមហ្នឹងទៅ​ មាន​ ក្រ​ គឺទាំងអស់គ្នា,0
តិចទៀតស្លាប់ដោយសារគ្រោះអត់ឃ្លាន,0
អោយតែអ្នកលក់លេរឺក្រុមអាឆ្កួតនឹងចេញរឿងផ្លែកៗ ខ្មែរយើងដឹងតែមានរឿងខាត់បង់ហើយ,0
សេដ្ឋកិច្ចដួលហើយ,0
ខ្ញុំដឹងថាពួកនេះបង្វែងដានទៅរឿងផ្សេង រឿងអត់ប្រយោជន៍នាំគ្នាតាមដាន,0
បង្វែរដានបានតែអ្នកមិនដឹងទេសម្រាប់មនុស្សឆ្លាតៗគេស្គាល់ដានច្បាស់ណាស់,0
គេបង្កើតរឿងព្រឹត្តិការណ៍មិនអោយយើងដឹងរឿងសង្គមជាតិនុះទេ,0
កុំវក់ហ្នឹងអារឿងបទចម្រៀងនឹងពេកឥឡូវ eba គេទម្លាក់ចិត្តអស់ហើយកុំតាមដានពួកអាតារាអត់ប្រយោជន៍ហ្នឹងពេក,1
ចុះប្រឡាយជីកដល់ណាហើយបង,0
គោះស្គរគោះធុងមិចហើយ,0
ធ្វើអោយខ្មែរកាន់តែយ៉ាប់,0
រះ ហើយ លិច. លិចហើយ. រះ នៅ មាន ដង្ហើម នៅ តែ ទៅ,0
ខ្វល់អីទៀត​ បេីគេថាយេីងក្លាយជាប្រទេសអ្នកមាននៅឆ្នាំ2050ហេីយ,0
ចុះប្រលាយជីកដល់ណាហេីយ,0
សង្គមបច្ចុប្បន្ននេះគឺចិង ដូច Dymey Cambo ច្រៀងចិង,0
បានអាផលិតកម្មនឹងមួយទុកបង្វែងរឿងជាតិ។,0
បង្វែសដ្ឋាការរហូតងាប់តែអ្នកអត់ចេះគិតឆ្លោះគ្នាតែរឿងចំរៀងនឹងទៅមិនបាច់គិតរឿជាតិទេ,1
រាស្រ្តទឹកភ្នែក ក្រុមគ្រួសារអញរស់សុីឆ្ងាញ់ដដែល,1
ឡាប៊ូប៊ូ ល្បីជាងកោះ,0
មនុស្ស ល្ងង់ ធ្វើបានតែរឿង ធម្មតា,0
ឆ្លាតរហូត,0
ផលិតកម្មថោ….ទ.. បង្វែងដានរហូត EBA ដល់ណាដល់ណីហើយ ហុឹម…,0
អំបិលអំបិល....,0
ថាមែន មែន,0
បេីមានឈាមខ្មែរពិត១០០%គេមិនបង្វែរដានយេីងទេ,0
ហុឹម,0
រលាយអស់ហើយ,0
EBAនិងអីគេ,0
ប៉ុននឹងពិបាកចង់ងាប់ហើយ  ហេតុអីគ្រាន់តែធ្វើអ្វិដែរគេចង់បានតិចសោះធ្វើមិនបាន,1
អត់ដល់មួយខែទៀតទេ យើងក្លាយជាអ្នកមានទាំងអស់គ្នា,0
ខ្លាចដៃស្រុកខ្មែរខ្លាំងខាងនឹងហ្មង,0
មិនខ្វល់រឿងEBAអីទេមកខ្វល់រឿងLabubuឯណេះវិញឱស្រុកខ្ញុំអើយអារឿងអត់ប្រយោជន៍នឹងក៏ខំម្ល៉េះ,0
តាមពិតអញ្ចឹងសោះ,0
គេប្រជុំសម្រេចដក២០%នឹងទៀតបង,0
មួយប្រទេសគេអត់ខ្វល់ទេគេខ្វល់តែអំណាច,0
អោយស្រឡះទៅ,0
ដឹកនាំបែបអន់,1
ត្រូវទៀត,0
មកពីប្រទេសយើងក្លាយជាប្រទេសអ្នកមានហើយបានគេដកចេញ,0
កុំទៅឆ្ងល់វាជារឿងធម្មតាទៅហើយក្នុងការយកតួដែរគេត្រៀមរឺចិញ្ចឹមទុកមកសម្តែងបង្វែងសាច់រឿងមិនមែនសុខៗនាំគ្នាឆ្កួតទាំងព្រមនោះទេ,0
អោយឡាបួបួបោកទាល់បាន,0
កោះគុតមេចហើយ,0
Tam ot ton men ter,0
Labubu ជួយបាន,0
ត្រៀមគេរឹតកទៅពួកយេីង,0
លើកមុនម្ដងហើយលើកនេះទៀត,0
ដឹងហើយប៉ុន្តែមិនដឹងធ្វើម៉េច,0
គិតឬសគល់ឱ្យដល់ដោយខ្លួនឯងចុះ,0
ហាវ u know EBA?,0
ដូចការសង្ស័យរបស់ខ្ញុំដែលគេបង្វែរឋានការទេ,0
ដឹងយូរដែលហើយតែខ្ចិលមាត់​ ឥលូវជ្រុលជានិយាយហើយ  និយាយ​អោយកូនខ្មែរបានដឹងកុំឆ្អួតជាមួយក្រុមពួកអាថោកទាប​ផលិតកម្មបោករាស្ត្ររំលាយជាតិអស់នេះ​,1
ដឹកនាំប្រទេសអត់កើតប្រជាជនរិះគន់ក៏អត់បានទៀត កំហុសឃើញតែនិងភ្នែកតែអស់លោកមិនព្រមធ្វើការ ដកហូតម៉ូតូហើយចាប់វាដាក់គុក៣.៤ខែទៅដើម្បីអោយវាដឹងថាច្បាប់ស្រុកខ្មែរតឹងរឹងអត់មែនធូររលុងទេ ខ្លាចតែអស់លោកមេៗមិនមែនជាខ្មែរទើបមានការធូរលុងចំពោះជនជាតិវៀតណាមគ្នាលោកឯងបែបនេះ,1
ព្រាយតាមស្តុបមិនហ៊ានក្អកទេ ខ្លាចគេដកក្បាលក្រវាត់ចោល,1
ចាប់បានតែម៉ូតូខ្មែរទេខ្វែងដៃខ្វែងជើង ម៉ូតូយួនមើលមិនឃើញទេ។,0
សំណាងហើយដែលយួនមិនបុកប៉ូលីសនោះ,0
ប្រហែលមាននាក់ក្បតជាតិហើយ,0
ច្បាស់​នៅប៉ុណ្ណឹង? អាយ៉ងយួនរឺមិនអាយ៉ង?,1
២០៥០ ប្រទេសកម្ពុជានឹងក្លាយជាប្រទេសមួយដែលមានជាងគេរ÷,0
ផលិតកម្មថោកទាបផលិតកម្មបង្វែងដាន,1
ល្អណាស់បើមានmemeបែបហ្នឹងច្រើន ប្រហែលអាចទាញគំនិតយុវជនបានមកវិញខ្លះៗដែរ។,0
បងរឿងជាច្រើនដែរបងប្អូនមិនដឹង ហើយមកតាមដានព្រឹត្តការណ៍ដែលគេបានរៀបចំ,0
ខ្ញុំគិតថាចឹងវាបែបនឹងពិតមែន គួរយល់ហើយថាមិចបានគេជេអត់ចេះឈឺ វាជាការងាររបស់ពួកគេ,0
500ខ្មែរក៏បាញ់មក អត់ទាស់អីទេចា,0
ឆ្លាត,0
ត្រូវ​,0
ស្រលាញ់​ពាក្យបងណាស់​ ព្រោះដូចខ្ញុំឧស្សាភ្លេចដកលុយណាស់​ ️,0
ដូចតែគ្នានឹងធ្វើមេចយើងត្រូវតែដើរទៅតាមសម័យកាលវិវត្ដ,0
គេបាញ់500៛ក៏លុយ ខ្ញុំមិនដែរថាទេ ទទួលរហូត ពេលខ្លះអត់បានកាន់លុយមក ពេលខ្លះអត់មានតែម្ដង ខ្ញុំលក់បាយសំបូលអុំចាស់ៗលក់ជិតអត់មានកុង គេទិញគាត់ខ្ញុំអោយបាញ់មកខ្ញុំ បាញ់500ក្ដី 1000៛ក្ដីសុទ្ធតែជាលុយ វាអត់បាត់ទៅណាទេ,0
ឯកភាព,0
ត្រូវបង,0
ស្រឡាញ់​បង​ណាស់​,0
សំខាន់គ្នាសល់1000៛នៅកុងអីបង ចឹងមានតែបាញ់ចឹងហើយ អោយទៅដកនៅណាណ៎បង បងជាអ្នកលក់ល្អហើយបង,0
គាំទ្របង,0
ពេលខ្លះបាញ់មិនប្រាកដថាចំណេញទេ,0
តែ​មាន​អ្នក​ខ្លះ​បាញ់​មិនចូល​,0
អត់លុយ កុំលក់ឲ្យថា លើកលុយរៀល ពួកធនគារជាតិឲ្យចាយលុយ Digital ស្ពៃដដែល មេធនាគារមហាយ៉ាប់ ហឹហឹ,0
ត្រូវហើយបង,0
មែនតើបងគេអោយលុយតើ អោយតាមណាក៏លុយដូចតែគ្នានឹង,0
លុយយើងមែនតែវាខាតពេលវេលានិងការរកស៊ីរបស់យើងទម្រាំនៅស្គេនឬផ្ទៀងផ្ទាត់ថាលុយចូលឬក៏នៅហ្នឹងគេលក់បាន 5ចានបាត់ទៅហើយ។គួតែមាន 5000 រឺ10000ដាក់ក្នុងខ្លួនទៅវាល្អជាង។ហើយចុះបើគ្មានសោះចូលបន្ទប់ទឹកអស់ 500 រក aba ស្គេនដែរអញ្ចឹង។,0
ដូចម៉េស 500ABA,0
ដេីលឿហេីយដល់ពេលបាញ់ច្រឡំកុំថាគេអាក្រក់គេមិនអោយថាគេខូចនេះហេីយដេីលឿម,0
នេះទេីបហៅថាអ្នកលក់,0
លុយមែន តែ តាប៉ែណាស់,0
ត្រឹមត្រូវ,0
ខ្ញុំលក់ចាបហួយទិញទឹកកក់រៀលក៌បាញ់ដែរ,0
ត្រូវហើយបងលុយនៅក្រៅពេលខ្លះមួយពាន់ក៏អត់ដែរទិញគេសួរដែរមានQRបានចូលយាយស៊ីន,0
និយាយត្រូវចែ,0
ត្រូវហើយបងធ្វើអ្នករកសុីលក់ដូរត្រូវឲ្យយល់ពីផ្សារ និង សង្គមបច្ចុប្បន្ន ប្រទេសគេអភិវឌ្ឍក៍មិនមែនឈរនៅមួយកន្លែងទេ ត្រូវចេះដើរតាមសម័យកាល,0
បងធ្វើត្រូវហើយខ្ញុំគាំទ្រពេលខ្លះគ្នាភ្លេចលុយតាមខ្លួនក៏មាន១០០.២០០០ក៏លុយ,0
សំខាន់អោយតែបាញ់ចូល~ព្រោះសម័យជឿនលឿនហើយ~ព្រោះលុយឥឡូវភាគច្រើនសុទ្ធតែលុយចាស់ៗ~មានមេរោគទៀតផង,0
ត្រឹមត្រូវ ណាស់,0
ត្រឹមត្រូវក្មួយ,0
ខ្ញុំក៏ជាអ្នកល់កដែរតែពេលខ្លះ៥០០៛ក៏បាញ់ដែលតែមិនដឹងធ្វើមិចទ្រាំទៅតែវាក៏ដូចជាហួសហែតដែលនឹងលុយតិចតួចក៏មិនមានទុកក្នុងខោប៉ៅខ្លះទៅ,0
និយាយដូចអូនក៏ត្រូវហើយថាសម័យជូនលឿនចុះបើអ្នកខ្លះគ្នា គ្មានមុខនៅក្នុងកុងសម្រាប់ឲ្យបាញ់សម្រាប់បង្កើតនោះម៉េចវិញ,0
ល្អ,0
ម្យ៉ាង​ទៀត​គឺវាងាយស្រួល,0
គាត់​  ជាជនជាតិ​  វៀតណាម​  ហេីយគាត់មិនមាន​ ឯកសារ​គ្រប់​គ្រាន់​សម្រាប់​ធ្វើ​  ប្រេីប្រាស់សេវា​ ABA ទេ,0
ត្រូវអូនកុងក៍លុយលុយសុទ្ធក៍លុយដេល,0
អ្នកលក់ខ្លះគេមិនគិតចឹងផង,0
ត្រូវ,0
កន្លែងខ្ញុំតែ200៛ក៏បាញ់ដែលចែ,0
ត្រូវហើយចែ,0
ស្គាល់ហើយ ទិញ១០០០ បាញ់៥ម៉ឺន ខាតពេលច្រើនណាស់ នេះជាទំលាប់អ្នកចាយកុង អ្នកខាតគឺយើង,0
ទាំងនោះមានពាក់ព័ន្ធនិងកត្តាចំនេះដឹងរបស់គាត់ ខ្វះការយល់ដឹង និងអត់ចេះអក្សរទៀតធ្វើអោយគាត់ស្មុគស្មាញចិត្តខ្លាំងណាស់ មិនតែប៉ុណ្ណោះបណ្ដាលអោយជនឆ្លៀតឱកាសមួយចំនួនបោកប្រាស់លើគាត់បាន ដូចជាស្កេនលុយអោយឃើញមែន ប៉ុន្តែមិនអូសដាក់អូខេអោយគាត់ទេ ហើយបង្ហាញថាអុីខ្ញុំវេរអោយហ… ,0
ពេលខ្លះមានលុយសុទ្ធក្រដាស់១មុឺន២មុឺន៥មុឺន ហុចអោយអ្នកលក់តាស តែហត់ចិត្តនិងអាប់លុយមកវិញនឹងម៉ង នៅចាំរកលុយរាយអាប់ នៅចាំគាត់ដាក់អោយគេញាំសិន ដៃកាន់លុយរាប់អាប់ហើយទៅចាប់សាច់ដាក់អោយគេញាំទៀតសុំបាញ់លុយបានអត់?អស់ម៉ានបាញ់ទៅប៉ុន្នឹង (កុំអោយបាកអាប់),0
ប្រទេសគេជឿនលឿន ឧ. នៅចិនគេលែងចាយលុយហើយ កន្លែងខ្លះ តែ1យន់ ក៏គេប្រើ Alipay ឬ WeChat ដែរ ដោយសារគ្រង់គ្រងចំនាយបានច្បាស់ ចំនេញពេលវាលា មិនមានហានិភ័យជាមួយលុយក្លែងក្លាយ និងមានអនាម័យតាមហាងអាហារ ពេលខ្លះអោយលុយគេមិនយកទៀត,0
នេះហើយជាមូលហេតុ តើហេតុអ្វីបានជាជនជាតិយើងរកស៉ីប្រកួតប្រជែងនិងសាសដ៏ទៃ មិនសូវជោគជ័យដូចគេ ?,0
កុំថាដល់ទៅ៣០០០រៀល អីវ៉ាន់ខ្ញុំត្រឹមតែ១០០០រៀលក៏ទទួលដែរ,0
មែនអ្នកខ្លះគិតថាទាន់សម័យ ក៏ប៉ុន្តែជាភាពរញ៉េរញ៉ៃរំខានដល់អ្នកលក់...តែបើជាលុយច្រើន កាត់បញ្ជីធំដុំ វាមិនបញ្ហាអ្វីទេ..កុំដល់ថ្នាក់ពីរពាន់រៀល..បាញ់ស្គេនQR គ្រប់គ្នានោះ.លើកលែងតែលក្ខណៈចៃដន្យម្ដងម្កាលមិនថាទេ..,0
រាល់ថ្ងៃ500៛ក៍ទទួលដែរកន្លែងអូនស្វាគម៍ជានិច្ច,0
លុយក្រៅ ឬលុុយក្នុងកុង លុុយមួយណាក៏បាន ព្រោះជាលុយដូចគ្នា,0
គេទិញអស់៣០០០០៛ដល់គេសួររកQRថាអស់មានទេ ដល់គេឲ្យលុយក្រដាស់៥០០០០៛ថាអត់លុយអាប់ យូរៗអស់អ្នកចូលទិញកុំឆ្ងល់អីចឹង,0
បើហាងមីងធ្វើឆ្ងាញ់ ទោះគ្មានABA ក៏គេទៅដកលុយសុទ្ធមកហូបនៅហាងមីងដែរ នៅក្បែរផ្ទះខ្ញុំមានហាងគុយទាវមួយឆ្ញាញ់ ហើយអនាម័យ Cash Only  មិន Accept Credit Card ខ្ញុំតែងតែទៅហូបកន្លែងគាត់ ដកលុយមុនទៅហូបគ្មានអីពិបាកផង៕,0
អ្នកខាតគឺអុី ត្រូវបត់បែនឲ្យទាន់សម័យ. ស្កេនQR មានភាពងាយស្រួល. មិនបាច់ពិបាកអាប់ ជាពិសេស ពេលអុីកាន់លុយហើយទៅ ចាប់សាច់មាន់អីហ្នឹងវាមានមេរោគ នៅស្រុកគេទំនើប គេមិនសូវកាន់លុយទេ,0
ដើរមិនទាន់សម័យកាល . បើមានវាក៏ស្រួលម្យ៉ាង ជួនកាលអោយលុយជាប់រកលុយអាប់គ្មាន,0
ថ្ងៃមុនខ្ញុំស្តាយក្រោយដែលជ្រុលទៅចូលហូបបាយនៅហាងមួយកន្លែង. ពេលដែលខ្ញុំកំពុងអង្គុយហូបស្រាប់តែមានប្អូនស្រីម្នាក់គាត់បានមកទិញបាយស1ប្រអប់នៅហាងរបស់គាត់ :,0
អ្នកផ្ទះខ្ញុំមានABAតែដាក់តែពេលខ្ញុំហើយប្អូននៅទេព្រោះមានអ្នកបន្លំគាត់ចាស់ៗចឹងសម្បូអ្នកបន្លំណាស់ម៉ែខ្ញុំជួបហើយដំបូងៗខ្ញុំហើយម៉ែស្មានថាមកពីABAនឹងគាំងតែដល់ថ្ងៃមួយបងនឹងមកបន្លំប៉ះខ្ញុំហើយបានដឹងខ្លួនថាគេបន្លំបាត់លុយអស់មិនតិចទេ។ គាត់ចាស់ៗចឹងនាំគ្នាទៅបន្លំគាត់… ,0
អ្នកលក់លៀសហាលតាមផ្លូវក៏មានQRអោយបាញ់ដែរ លៀស1កំប៉ុងតា3000៛ទេ.កុំថា5000៛សោះក៏បាញ់ដែរ គេធ្វើអីកន្លែងខ្ញុំគ្នាមានលុយក្រៅមិនគ្រប់ខ្វះតា1000៛ក៏គេបាញ់អោយដែរ.,0
ដើរតាមសម័យកាលខ្លះទៅ,0
អូខេ ខ្ញុំទៅស៊ីកន្លែងមាន,0
សម័យឥឡូវមិនសូវដាក់លុយតាមខ្លួនទេដូចខ្ញុំជាដើម ជួនកាលចាយអស់ភ្លេចដក ចឹងកាន់តែទូរស័ព្ទ1គ្រឿងបាន,0
លក់ដូរតម្រូវចិត្តខ្លួនឯងឬតម្រូវចិត្តភ្ញៀវ?​,0
រកសុីបិទផ្លូវខ្លួនឯង.,0
ចែអើយសូម្បីទិញបន្លែ១០០០៛ក៏បាញ់ដែរពិតជាអស្ចារ្យមែនគ្មានអីក្រៅពីដើរលេង.ហូប.ទិញសម្លៀកបំពាក់ចូលចិត្តតែកាន់លុយសុទ្ធតែអ្នកលក់ថាឲ្យទៀត.អូនសម័យនឹងហើយកាន់លុយសុទ្ធទៀតផ្សារ(ស្ទឹងមានជ័យថ្មី)នឹង,0
ម៉ូយនំប៉័ងខ្ញុំមួយក៏ចឹងដល់ខ្ញុំអត់លុយក្រៅអត់ហ៊ានទៅទេ ព្រោះខ្ញុំលក់ដូរភ្ញៀវ99%បាញ់តាមកុង ចឹងណាទំនេរទៅដកលុយទៅទិញគាត់នោះបើកន្លះប្រទេសហើយគេបាញ់តាមកុងនឹង? ចឹងអ៊ីមិនបាត់ម៉ូយ(ទិញម្ដង3ដើមមួយអាទិត្យម៉េចក៏ទិញម្ដងដែរ)?បើអ្នកលក់ពេញទឹកពេញដីមិនមែនអ៊ីឆ្ងាញ់ហោះតែឯងណា។… ,0
២០២៥ឥឡូវហើយរៀនបត់បែនតាមពិភពលោកខ្លះក៏ល្អដែរ ការទទួលលុយតាមកុងមិនថាធនាគារណាទេវាមានភាពងាយស្រួលច្រើន ដូចជាមិនខ្វល់រឿងអាប់លុយ លុយទក់ រហែក ក្លែងក្លាយ លឿនចំណេញពេល អនាម័យមិនប៉ះពាល់លុយហើយទៅកាន់ម្ហូបវិញ មិនភ័យរឿងចោរលួច ពេលខ្លះអាចទទួលបានការបញ្ចុះតម្លៃទំនេញពេលចាយលុ… ,0
នឹកឃើញកាលនោះ នៅកំពង់ផែកំពង់លែង.,0
បើ ATM ដកលុយបាន ក្រដាស់ ១ម៉ឺន អាហ្នឹងគ្រាន់មានជាប់ខ្លួនខ្លះ ។ ខែខ្លះ ដាច់លុយក្រៅ សល់តិចតួចក្នុងកុងហ្នឹងឯង តិចតួចហ្នឹង ដកវាអត់កើត បើដកកើតមិនចាយតាមកុងទេ,0
ការដែលគាត់មិនទទួលABAឬធនាគារផ្សេង អាចមកពីមានអ្នកទិញមួយចំនួនចូលចិត្តបន្លំ។ នេះថ្នាក់ចាយលុយផង នៅមានអ្នកបន្លំក្លែងលុយបាន ទម្រាំស្កេនតាមធនាគារទៀត,0
ខ្ពើមអ្នកលក់ចឹង,1
អស់ប៉ុន្មានក៏លុយ មួយកាកមួយសែនក៏ដោយ។,0
ខ្លួនខ្ញុំផ្ទាល់អត់ដែលមានលុយក្នុងខ្លួនទេបើមានក៏លុយក្រដាសធំៗដែលចឹងបើ យើងទិញក៏ចាយអស់ទិចអោយគាត់ទៅទិញអស់តិចសោះលុយធំមេសចឹងហើយមានតាប្រើតាមQRហើយស្រួល,0
មើលងាយលុយម្ល៉េះ? ទោះគេបាញ់ ABA អោយក៏ជាលុយ. កុំអោយតែគេសុីមិនអោយលុយទៅបានហើយ សម័យទំនើបហើយ គេត្រូវរៀនដើរតាមសង្គមសព្វថ្ងៃ,0
នៅជិតកន្លែងធ្វើការរបស់ខ្ញុំមានហាងលក់អាហារមួយកន្លែង ឆ្ងាញ់ ហើយចុះពីកន្លែងធ្វើការមកដើរតែ ១នាទីដល់ តែ បុគ្គលិក និង មនុស្សទូទៅ នាំគ្នាដើរទៅហាងមួយកន្លែងទៀតនៅខាងមុខប្រហែល ៥០ម៉ែត្រ ពេលខ្លះខ្វះកៅអី ត្រូវចាំទៀត តែបើនិយាយពីរស់ជាតិ និង មឺនុយម្ហូប អាចថា ចាញ់ហាងនៅជ… ,0
Mean luy tenh hz bak tt smai lv,0
រាល់ថ្ងៃវេទនាយូរជាពួក ABA តម្រង់ជួរទិញកាហ្វេ ឬហាងលក់ទំនិញ ដោយ សារទីតាំងខ្លះ អុីនធើណេតដើរយឺត ឬអត់សេវា វាឈរចុចរង់ចាំអុីនធើណេត ត្រឹមលុយ ៥មុឺនរៀលក្នុងហោប៉ៅអត់មាន។,0
អត់មាន ABA ចឹងទាក់ទងភ្នាក់ងារមកបង្កើតទៅ។,0
ខ្ញុំគាំទ្រពេញទំហឹង. អ្នកមានពិតប្រាកដគេទិញរបស់អ្វីអស់4000ពាន់ 5000ពាន់ 10000មុឺន 20000មុឺន គេមិនដែលសួររក ABA ទេ. គេអោយលុយរៀលសុទ្ធ.,0
តួនាទីរបស់អ្នកលក់គឺធ្វើយ៉ាងណាយកលុយពីអតិថិជនឲ្យបានមិនថាលុយនោះបានតាមវិធីណានោះទេ។មិនត្រូវមានចរិតដូចអ៊ីអ្នកលក់។និងនោះទេព្រោះអ្នកនឹងដាច់បាយជាមិនខានម្យ៉ាងទៀតមុខរបររកស៊ីរបស់អ្នកនឹងត្រូវបរាជ័យព្រោះសម័យនេះមិនមានអ្នកណាចង់កាន់លុយតាមខ្លួននោះទេ។រៀនរស់នៅក្នុងសម័យថ្ម… ,0
ដូចខ្ញុំដែរ បាយ៣០០០រៀល រកQR ដល់ឲ្យហើយ បាញ់អត់ចេញ សុំជំពាក់សិន តែគេសងរួចហើយ ចង់ប្រាប់ថា បើប្រើតាមបែបសម័យទំនើប ក៏គួរយល់ខ្លះផង ថាពេលអត់សេវា បាញ់អត់ចេញចឹង ចុះបើមានបញ្ហាអ្វីចាំបាច់ បានអីដោះស្រាយ  គួរពិចារណា?,0
កុំអាងអី តិចតួច ABA ដែល ខ្ជិលយាយ ហាហា,0
ប្រទេសគេជឿនលឿន ទោះទិញទឹកសុទ្ធ១ដប ក៏គេទទួលលុយតាម Bank Transfer និង credit card ហើយញញឹមដាក់យើងដែរ។ បច្ចេកវិទ្យាគេធ្វើឲ្យអ្នកលក់ងាយស្រួលទទួលការបង់លុយ និងចំណេញពេល ហើយដឹងពីចំណូលចំណាយប្រចាំខែ។,0
រក​ស៊ី​មិន​ទាន់​គេ​ទេ​មីង​ ដេីរ​អោយ​ទាន់​សម័យ​កាល​,0
មនុស្ស​ខ្លះ​មិនព្រមទទួលយកអ្វីដែលថ្មីហេីយងាយស្រួលនោះទេ​ ! ប្រកាន់យកទម្លាប់ចាស់​ មិនរៀនយល់ពីអ្វីដែលថ្មីឡេីយ​ មនុស្ស​មួយ​ចំនួន​ដូច្នេះ​មែន! កន្លែង​លក់ខ្លះខ្ញុំឱ្យលុយសុទ្ធ​គាត់​មិនមានលុយអាប់មកវិញទេ​ គាត់​ឱ្យខ្ញុំបាញ់តាមQRមក​ ។ ពេល​ដែលទៅដកលុយមកចាយគឺមានតែក្រ… ,0
មានកុងគឺ ល្អ តែបើអតិថិជន មិនស្មោះត្រង់ គាត់ក៏ពិបាកដែរ ព្រោះរវល់គ្មានពេលចាំឆែកលុយបាញ់ចូលនោះទេ។,0
បេីតាមគំនិតខ្ញុំគួរមានលុយនៅក្រៅខ្លះទៅកុំអាងតែក្នុងកុងពេកប្រយ័ត្ន​ទូរស័ព្ទ​អត់មានសេវាអង្គុយមេីលគេសុីឬបណ្តេីរម៉ូតូ10​ 20kmអីទៅ​ ហេីយសំរាប់អ្នកចេះអក្សរនិយាយមកស្រួលណាស់តែមានគិតអុីៗមីងៗគាត់អត់ចេះអក្សរអត់អោយគាត់ធ្វេីមិច​ រាល់ថ្ងៃអ្នកខ្លះចេះអក្សរផងនៅចាញ់បោកគេ… ,0
តែ500ក៏បាញ់បានដែរ,0
គេមាន លុយ ចង់ អោយ ក្រៅ ក៏ បាន ក្នុង ក៏ បាន អ្វី ដែរ សំខាន់គេ ហូប អត់ ជឿ យើង,0
បើអើសចឹងមិនយូរបាត់អក្សរBនៅតែអក្សរAAបិតឈប់លក់ខ្លួនលក់អត់ដាច់.បើរើសអើងចឹងសាក់មើលដឹងហើយ.យកល្អលុយកុងក៏យកលុយក្រៅក៏យកសុទ្ធតែចំនូលដូចគ្នា.,0
ញុមវិញសៀង500ក៏សួររកA.BAដែរ,0
ថូវហើយអ៉ី ចឹងខ្ញុំស៉ីកន្លែងគេ អ្នកផ្សេងក៏គិតដូចខ្ញុំ ចឹងអ៉ីអត់ម៉ូយ,0
