Comments,Type
មិចហេីយជីវិតនៅភ្នំគូលែន??,0
For អ្នកគ្រូ,0
មីចាន់ធូរ មីចោរអៃយៈ,1
មេីល​ PF ហេីយយល់,0
មិនដឹងជាស្អីកូនចៅអ្នកនៅលើភ្នំទេ,0
នៅលេីភ្នំនៅក្នុងព្រៃយូពេកចឹងហេីយមីង មីងឯងចុះពីលេីភ្នំខ្លះផងកំចេះរកនឹងទេីសគេពេក ប្រយត្ន័ធ្លាក់ពីលេីភ្នំស្លាប់លែងបានទេីសគេ,1
រ៉ាហ្វាល់កណ្តឹងរួយ ទើសគ្រប់សព្វ!,1
មីចុយម្រាយង៉ែងនៅលេីភ្នំយ៉ូពេក ទៅជាបែកអស់ហេីយ មីរស់នៅនាំអោយធ្ងន់ផែនដី មីទឹកកន្លះក្អម,1
អនិច្ចា,0
ទីងៗ,0
អត់ខុសផង,0
នៅលើភ្នំយូរពេកចឹងមែន,0
ទាល់តែរៀនលេីភ្នំគូលែនបានល្អមេនពូ,0
អាណិតនាក់ផុសវិញ តាវា ហែងទៅមើលគេបង្រៀនស្រុកគេផងថាគេបង្រៀនក្មេងរបៀបមិច កុំនៅតែភ្នំគូលេននិង តិចឆ្គួត,1
ម៉េចទៅជាបែបនេះ អ្នកអប់រំបែរជាឆ្កួត គួរបែងចែកម៉ោងរាំ និងម៉ោងរៀនអោយច្បាស់លាស់ ធ្វើដល់គ្រូហើយកុំបង្រៀនក្មេងខុស,1
ទៅរៀនភ្នំគូលែនវិញបានល្អjkd,1
បើយើងគិត វិជ្ជមាន យើងគិតថា ម៉ោង ក្មេងចេញទៅផ្ទះ,0
បទគេកំពុងល្បីផងឃើញអញ្ចឹងទៀតចប់ម៉ង,0
គេរៀនមានច្រៀងធ្វើអោយសិស្សគ្នាសប្បាយរៀនក៏ចូលដែរ ខ្ងុំក៏ធ្លាប់ដែលរៀនច្រៀងបទEnglish ហ្នឹងហ៎,0
ពិនខាងដើរទឹសគេ គ្រប់រឿង,0
មីកញ្ចាស់ពួកអាព្រហ្មសុីក្ដិតឡេីងបែកសតិមិនដឹងម៉ោងរៀនឬម៉ោងកំសាន្ដហេីយមីនរកកត់ឈ្មោះ,1
កាលខ្ញុំនៅរៀនក៏មានម៉ោងសិល្បៈដែរ​ ចងនិយាយចឹង,0
មីចាន់ធូចូលព្រៃវិញទៅចូលមកអត់ច្រលំគេសោះម៉ង,1
គ្រាន់តែឃេីញខេបសិន ក៏ដឹងថាអ្នកមិនធ្លាប់រៀន,0
ការរៀនសូត្រ គ្រូគេបង្រៀនមានម៉ោងរៀនអក្សរ ម៉ោងរៀនចំរៀងផ្សេងៗ សម័យនេះហើយបើកចិត្តអោយទូលាយខ្លះទៅចែធូ,0
ចង់បញ្ចេញមតិដែរតែចូលមើល pf ហើយខ្ចិលវិញ,0
ម៉ោងអង់គ្លេសឲ្យសូត្រធម៌មីក’ធូ,1
ចឹងបានគេឲ្យចូលរៀនហ្នឹងហ្អា,0
អ្នកផុសហ្នឹងហើយមិនគ្រប់ទឹក រស់ក្នុងសង្គមទាន់សម័យហ្នឹងគេដែរ ល្ងង់មិនដឹងពីរបៀបបង្រៀន ការរៀនបែបសប្បាយៗមិនធុញទ្រាន់,0
"គ្រាន់តែឃើញពាក្យ""លោកពូ""លើ Bio ភ្លាម anh អត់ចង់យាយអីទាំងអស់",0
ទើបដឹងថាព្រុំច្រើន,0
ភ្លេចថាលើភ្នំអត់មានសាលា,0
ម៉ោងអង់គ្លេស,0
ភ្លើម៉េសអុី?? ចេះប្រើបណ្ដាញសង្គមពិននឹងដែលខួរក្បាលដូចអត់រីកចម្រើនសោះ,1
បងអើយ គ្នារៀនហត់ហើយឲគាត់សប្បាយបន្តិចទៅ កាត់បន្ថយភាពតាមរឹង។កុំឲឆ្គួយដូចអ្នកខ្លះ,0
ឃើញតែមួយជ្រុង កុំឆាប់វាយតម្លៃគេពេក ហ៊ានទៅមើលដល់សាលាគេអត់! MMO LDP,0
អញថាកណ្ដឹងៗមែន,0
គេមានម៉ោងកំសាន្តខ្លះចឹងហេីយកុំខុសរបៀបពេក,0
ពួកមីវូៗ,1
មីគីបាញ់,1
អំណាច កុម្មុយនីស្ត ដល់កម្រិតទៅការរៀនសូត្រក៏មិនបាច់រៀនដែរព្រោះគេជាប់ស្ដាប់ធម៍ព្រុំ,0
ចូលក្អមវិញទៅ អុី,0
ពិបាកនិយាយជាមួយកូនព្រហ្ម ហា៎,0
ប្រហែលជាចុងម៉ោងហេីយ​ បានគាត់ច្រៀងលេងកម្សាន្ដនោះ,0
ថាមកជួយពន្យល់ តែមេីលប្រូហ្វាលហើយខ្ជិលដឹងតែនិយាយមិនចូលគ្នា,0
ណែ៎K’Thou ម៉ោងរៀនក៏មានម៉ោងកំម្សាន្ដដែរងែងចឹងបានសតិអារម្មណ៍រៀនពេកខួរក្រឡកគេអូសទៅឆ្វេងងែងឆ្វេងតាមគេដែរគេឲ្យស្អប់ម៉ែឪងែងស្អប់តាមគេដែរមីចោរច្រាស់ជើងមីតៃហោងអត់ចាប់ជាតិនេះ,1
រៀនអង់គ្លេសគេតែមានម៉ោងកំសាន្តខ្លះវាចឹងហើយ ការមើលរឿងជាភាសារអង់គ្លេសនិងច្រៀងជាភាសារអង់គ្លេស ក៏អាចថាជាការរៀនបានដែរព្រោះវាជួយបង្កើនការនិយាយនិងការស្តាប់របស់សិស្ស ខ្ញុំអាចនិយាយអង់គ្លេសបានខ្លះៗក៏ដោយសារចឹងដែរ,0
កាលខ្ញុំរៀន 2012 ថ្ងៃសុក្រ តែងតែមានម៉ោងចម្រៀងរហូតហ្នឹង សាលាអង់គ្លេសឯកជន សង្ស័យតែគាត់អត់ដែលរៀនដឹង,0
អាណិតបក្សព្រំណាស់ខំរត់ទឹកលិចផែនដីមានណាទឹកលិចខួរក្បាលសោះ ម៉ាទោសៗ,0
មីងហើយមីង រៀនអង់គ្លេសបើមិនច្រៀងអង់គ្លេសអោយច្រៀងបទទឹកលិចលោកមែន,0
សរសើរអ្នកទើសតែម្ដងនិយាយមែន,0
See  ខ្ចិលជេ,0
Ers e eng pler mg អុីអែងពេលរៀនអង់គ្លេស គ្រូអត់ដែលអោយច្រៀងឬលេងកម្សាន្តពេលចុងសប្ដាហ៍ហេ៎មែន។ អររ ភ្លេចអោយឈឹង អុីអែងកូនព្រហ្មលិចទឹក ចឹងតាស៎បានអត់ដឹងខ្យល់អីសោះ yy Tv pler yk padoy hah,1
រៀនអញ្ចឹងធ្វើអោយក្មេងចូលចិត្ដសាលានិងមិនធុញហើយមានកាចងចាំល្អ,0
រៀនខ្លះនាំកូនសិស្សសប្បាយខ្លះទើបក្មេងចង់រៀន,0
កណ្ដឹងរួយ ………..តីងៗ,1
គេជេរកុំថាគេឈ្លើយ,0
វិធីសាស្ត្របង្រៀនថ្មីមែនអ្នកគ្រូ សូមជួយបកស្រាយបន្តិចមកអត់យល់,0
មីខ្មោចភ្នុំ ត្រឹមត្រូវខុសរបៀប មីអាយៈក្តាលក្តួយ,1
Su Fre មិនមែន ចាន់ធូ កូន យុន ទេ ចាន់ធូកូនព្រហ្មតើ,0
ពួកនេះនៅព្រៃយូរចរិកកាត់តាមសត្វព្រៃអស់,0
កន្តឹងរួយ,1
អ្នករកស៊ី ក៏មានពេលឆ្លៀតទៅដើរលេង,0
រៀនខ្លះសប្បាយលំហែខ្លះគឺជាការល្អ,0
រៀនមានលេងខ្លះចឹងហើយ...,0
កូនព្រំចិត្តព្រាយចឹងត្រូវហើយ,0
ម៉ោងអង់គ្លេសមួយអាទិត្យគេយកមួយថ្ងៃរៀនចំរៀង​ វាជួយកុំអោយស្ត្រេសដែរការរៀនតែងតែមានកាកំសាន្តខ្លះ​ សប្បាយខ្លះរៀនខ្លះ​ ក៍មិនអាក្រក់ដែរ,0
កូនចៅព្រហ្មចឹងមែន,0
អុីហ៎ ក្នុងនាមខ្ញុំធ្វើការនៅវិស័យអប់រំដែល ចង់និយាយថាការបង្រៀនឥឡូវគេជឿនលឿនមានភាពច្នៃប្រឌិតក្នុងការបង្រៀនណាស់ ក្មេងសម័យ Social media អញ្ចឹងចង់ឲ្យចេះដល់តែគ្រូចេះបត់បែនតាមសង្គមដែលទើបក្មេងចង់រៀន ចង់ចេះ,0
មិនដឹងពេលណាពួកបងកណ្តឹងរួយ ឈប់សម្តែងធ្វើឆ្គួតទេ ! អាយុធ្វើឪម៉ែគេបានហើយ នៅតែឆ្គួតមិនជាសោះ ! រត់ទៅនៅលើភ្នំ ខ្លាចទឹកលិចពិភពលោក ធ្វើឡប់ធ្វើឆ្គួតដើម្បី view មែន? គ្រាន់តែសម្តែងទេមែនអត់? អាសូរទ្រូងឪពុកម្តាយផងបងអើយ នែតែសំខាន់ចោទឪម៉ែថាយកកូនដោយសារកាមតណ្ហាខ្លួនឯង… See more,1
ចូលមើលអាខោនហើយខ្ជិលប្រកាន់,0
ហត់នឹងកូនព្រហ្ម,0
ខ្ញុំមកអានខម្មិនមានអ្នកនិយាយឈ្នះក្រុមអត់?,0
ចុះវាទើសស្អីនាង,0
អុីកណ្ដឹងរួយ,1
រៀនEnglish អោយគ្នាច្រៀងយួនមែន ? ធ្វើដូចមិនដែលរៀនភាសា,1
មីព្រៃ មីខ្មៅព្រៃមិនដែលបានឃើញពីភបលោកខាងហើយ,1
ហើយថី??? ស្ងាត់ពេកមែន?? ទើសខុសទំនង ជួយជាតិបានអីខ្លះហើយ? មិនដែលចូលរៀនទេមែនបានមិនដឹងពីរបៀបរឺវិធីសាស្ត្រគេបង្រៀន??? ច្រណែនក្មេងជំនាន់ក្រោយមែនដែលរៀនមានភាពសប្បាយរីករាយជាងជំនាន់ខ្លួនឯង,0
កូនព្រហ្មចឹងសោះ,0
ចេញពីអណ្ដូងមកអ្នកអើយ នៀកមកមើលព្រះអាទិត្យ មើលពន្លឺថ្ងៃហ្នឹងគេ ..កុំនៅតែក្នុងអណ្ដូង អត់កំណើតទេ,0
គេខ្លាចកូនភ្លើដូចអ្នកផុសបានគេអោយកូនទៅរៀន,1
ស្អីទេពួកមីកណ្ដឹងរួយ អាកណ្ដឹងរួយនេះ ម៉េចគ្រាន់គេច្រៀងសប្បាយដើម្បីកំសាន្តក្នុងពេលសិក្សាហ្នឹងវាម៉េច ក៏គ្រាន់បើជាងពួកមីកណ្ដឹងរួយ អាកណ្ដឹងរួយហែង ទឹកលិចលោកដែរម៉េចហើយពួកអាទឹកលិចលោក រត់ទៅនៅភ្នំគូនលែនម៉េចហើយ,1
ណ៎ក អញ់ថាមីបែក ថ្នាំព្រហ្មបែកមែន,1
អុីនៅព្រៃយូរចឹងហើយទើបមិនដូវដឹងពីសង្គមខាងក្រៅ,0
ចុងម៉ោងគ្រាន់តែចាក់ចម្រៀងកំសាន្តខុសដែរមែនអ្នកទើស?,0
សម្តីកូនព្រំ,0
គ្រាន់ឃើញមិនបាច់ចូលមើលអាខោន ក៏ដឹងថាកូនព្រហ្ម,0
គ្រាន់តែអាន caption ដឹងថាកូនព្រហ្មបាត់,0
នៅក្នុងខួក្បាលមាន បូតុង update version អត់ ឬ ក៏រវល់ហាត់វិជ្ជា គាំងបូតុង ជាប់គាំងនៅក្នុងបុរេប្រវត្តិហើយ  បើថាពិបាកពេកទើសទាល់ពេក យកកាំបឹតចាក់កខ្លួនឯងអោយហើយទៅ,1
មកមើលនាក់អត់យល់ពីរបៀបនៃការអនុវត្តន៍ភាសារអង់គ្លេសបញ្ចេញមតិ,0
កូនចៅជួង ចេញមកអត់ច្រឡំគេ,0
ឆ្ងល់មនុស្សខ្លះអត់សូវឆ្លាតទេតែធ្វើឆ្លាតខ្លាំង បែងចែកអត់ដាច់រវាងម៉ោងរៀនពេញនិងម៉ោងរៀនគួ ម៉េចប្រុងឲ្យឈ្ងោកតែរៀន Stress ពេញខួរមែន មនុស្សត្រូវការសប្បាយខ្លះចឹងហើយ អញ្ចឹងក៏ចេះទើសដែរ,0
លោកឯងដែលចូលសាលាអត់,0
អុីឯងទាល់ទៅនៅភ្នំគូលែនហ៎បានអត់ឡប់ឆ្កួត,0
ទឹកលិចលូវហើយ រវល់មកចេះដឹងរឿងគេទៀត,0
ចន្ធូបែកហើយរកអីប៉ះផង,1
ពុងនៅភ្នំគូលេនមែន?,0
មិនដឹងជាស្អីកាធូរឯងទេនៅភ្នំដឹងនៅភ្នំទៅយ័ត្នទឹកលិចងាប់,1
មិចច្រណែនមែន LDPអត់ដែរសប្បាយចឹងមែន? បានមកច្រណែនក្មេង? តិចនៅក្រៅជាងក្មេងទៀតដឹង,0
គ្រាន់ជាសិល្បៈក្នុងការបង្រៀនក្មេងឲ្យរីករាយ ក្នុងការសិក្សា ឫមកពីអ្នកមិនដែលបង្រៀន?,0
អានតែ Captions មើលឃើញដល់ព្រហ្ម,0
មិនហ៊ានយាយមួយកូនព្រហ្មទេ,0
រកអត់អោយមានពេល Relax ខ្លះទេ អោយរៀនដល់ឆ្កួតមែន ?,0
ឃើញ acc ហើយខ្ជិលជេរវិញ,0
ហ្នឹងហាហ្នឹង,0
យកអីមកគិតនឹងមីង,0
ចេញរូងមក២០២៥លូវហើយ,0
បញ្ជូនកូនអោយទៅរៀនព្រោះចង់ជួយកូន តែបញ្ជូនកូនអោយទៅរៀនជាមួយសត្វទុគ្គតិដូចធាក់កូនទម្លាក់នរក ប្រេត,1
មានទេងែងទេដែលឆ្គួត,1
អុីអត់ដែលចូលរៀនហើយចឹងបានអត់ដឹង,0
ខ្លួនឡប់នឹងព្រុំ ប្រុងឲ្យគេឡប់ទៅតាមដែរ? ហើយអង្កាល់បានឈាន? ឈានឲ្យឆាប់ៗទៅ ធុញភ្នែកណាស់,0
ពេលណាទឹកលិចបង,0
អ្នកpostមិនមានការចូលសាលា ប្រហែលជាគេចសាលាច្រើនទើបមិនដែលចូលម៉ោង សិល្បៈ,0
ជាការអនុវត្តភាសា ណាមួយធ្វើចឹងសិស្សសប្បាយក្នុងការរៀនមិនធុញ,0
ខ្ជិលប្រកាន់គ្រាន់តែឃើញថាកូនយាយព្រហ្ម ទាល់តែបង្រៀនឲ្យស្អប់ឪពុកម្ដាយទើបល្អមែនកូនព្រហ្ម,0
Stek arom nas mi nak post ng,0
Chanthou mi ah yeas kdal kdouy,1
សរសេរអក្សរអោយត្រូវសិនទៅចាំដៀលគេ,0
យ៉ាប់ហាសពួកអា LDP,0
បម្រុងឲ្យក្មេងរៀនដល់ឆ្កួតមែន ម៉ោងរៀនក្មេងរៀនហើយក៏ត្រូវមានម៉ោងកម្សាន្តដែរ,1
មេីល profile ហេីយឈបើតវ៉ាទៅកូនព្រហ្មទេ តវ៉ានាំតែថោក,0
ល្អបងក្មេងរៀនផងសប្បាយផងទើបពួកគាត់ចូលចិត្តហើយចង់ទៅសាលារៀន,0
ទឹកលិចនៅឃេីញយូរដែលហេីយ,0
សត្វទុគ្គតិវាគ្មានដឹងខុសត្រូវស្អីទេ,1
រៀនបើកចិត្តអោយទូលាយតិចទៅលោក,0
នែអាឡប់ រៀនពេកឆ្កួតដូចហែងចឹង,1
Me when កណ្តឹងរួយ,1
រៀនពេកអាចឆ្កួតគួរតែរៀនផងកម្សាន្តអារម្មណ៌ផងទើបធ្វើអោយបរិយាកាសល្អក្មេងចូលចិត្តរៀន,0
Puk mii gg ដល់គេផ្លុំឲទៅភ្នំគូលែនបានគេហៅថាបណ្តុះចំណេះដឹងល្អ,1
មើលប្រូហ្វាល ទើបដឹងថាពួក រួយ,1
កាលទឹកលេច ពាក្យទ្រក្រុមគេមានតេមួយទេ គឺ លោកពូជាទីគោរព,0
នឹងហានឹង...... ទេីសទៀតហេីយនឹង,0
ប្រុងអត់អោយគេកំសាន្តខ្លះទេមែន ??,0
កូនចៅព្រហ្មចេញពីព្រៃមកមិនច្រឡំគេមែន,0
ណីងៗណឹងហែកមី Thou សិនណីងៗ,0
មីងចុះពីភ្នុំនៅមីង?,0
LDP ខ្ចិលយាយច្រើន មីចោអា….,1
រៀនខ្លះសប្បាយខ្លះចឹងទៅ,0
អ្នកផុសបានឆ្កួត បាត់បង់សតិ,1
មីញលូវចុះពីលេីភ្នំនៅ,0
ឈប់នៅភ្នំហើយមេនអ៉ី Update ខួរខ្លះទៅអ៉ី 2025 លូវហើយ,1
កាលជំនាន់ខ្ញុំរៀនក៏គ្រូចាក់ចម្រៀងឱ្យច្រៀងដែរ ហើយខ្ញុំចេះអង់គ្លេសក៏ដោយសារចម្រៀងដែរ។ មួយអាទិត្យ ឱ្យតែថ្ងៃមានចាក់ចម្រៀងគឺសប្បាយចង់រៀនណាស់,0
មីនេះកូនតាព្រហ្មសោះ,1
កូនមីកន្ដួយរត់ចូលក្ដិតឪព្រហ្មវិញទៅដឹងព្រហ្មក្ដួយអាយៈស្អីភាសាេនិយាយគ្មាអាក្រក់ជាងសត្វគ្មានសតិផង,1
បង្រៀនខ្លះឲ្យក្មេងបានច្រៀងលេងបន្ធូរអារម្មណ៍ខ្លះវាមិនខុសពីទេ បើចិត្តខ្លះទៅលោកអើយគាត់បើកបង្រៀនភាសាអង់គ្លេស់ទៀតច្រៀងលេងបទងាយៗក៏ឲ្យគាត់ងាយក្នុងការនិយាយ ឆាប់ចាំ មិនល្អ?,0
ស្អីទេកូនចៅអ្នកនៅលេីភ្នំ,0
បងៗជេរពួកនឹងវាម៉េចចេះស្ដាប់បើវាមែនមនុស្សផងនឹង  អត់ឱ្យច្រឡំគេទេ,0
នៅតែលើភ្នំចឹងឯង,0
គេរៀនអង់គ្លេសម៉ោងគេកំសាន្ត មិចgg ប្រុងអោយគេស្មូត??,1
ងាប់ម្ចាស់ផេក,1
បើដឹងថាវា មនុស្សឆ្កួតដែរ ខំ ម៉េស?,1
ចាស់ហើយនៅភ្លើទៀត,1
ច្រៀងជាភាអង់គ្លេសជួយអោយក្មេងអាចនិយាយតុងអង់គ្លេសបានល្អ បើខ្លួនឯងមានចំណេះដឹងកម្រឹតទាបកុំមកវាយតម្លៃគេថាអាក្រក់ភ្លាមៗពេក,0
កូនចៅតាព្រហ្ម ល្មមចេញពីព្រៃហើយ អត់ដឹងបទគេល្បីម៉ាបៀក,0
អត់មានអីចម្លែកទេ រៀនខ្លះសប្បាយខ្លះ កាលនៅរៀនចឹងដែរតើមួយខែមាន ១ថ្ងៃឬ២ថ្ងៃសម្រាប់ រៀនច្រៀង ជាភាសាអង់គ្លេសហើយបង APTក៏អង់គ្លេសគិតថាអត់ខុសទេ,0
ចង់ឲគាត់ចាក់បទ បុប្ផាកណ្តៀវស្រួយ ឲក្មេងស្តាប់មែន?,1
កាលនៅរៀនក៏ចឹងដែរ ហើយមិចលូវគេ កើតគ្រូ កើតពេទ្យ អស់ហើយ ចោះអ្នកផុស???,0
គេរៀនគួរអង់គ្លេស ហើយគេច្រៀងជាអង់គ្លេសខុសមែន??,0
គេបង្រៀនមេរៀនក៏បង្រៀន ម៉ោងគេកំសាន្តក៏មានដើម្បីឲ្យក្មេងមានចំណង់ក្នុងការរៀនទៀត ហើយក៏ទើសម៉េសលោកអើយ គេបង្រៀនក្មេងឲ្យជក់ថ្នាំ បង្រៀនឲ្យក្មេងស្អប់ម៉ែឪ ក៏ បង្រៀនពីការលិចពិភពលោកមែន ក៏ទ្រង់ post បែកៗចឹង?,0
ដល់ពេលចូលមើល Acc ហើយខ្ញុំក៏អូសរំលងព្រោះដឹងថា ជេរវាដល់ងាប់ទៀតក៏វាមិនឈឺដែរព្រោះ ....,0
មិចបានភ្លើចឹងចាន់ធូពុលទឹកជំនន់ក្បែភ្នំគូលែនមែន,1
ឆ្ងល់ណាស់អោយតែកូនតាព្រំ មួយៗចេញមោដូចឡប់គ្រឿងគ្រប់តែគ្នាចឹង?,1
សាលាបង្រៀនភាសាអ្វីហើយនៅឯណាបងប្អូន?,0
កុំ​ឆ្កួត​ពេក​ ម៉ោង​ចំរៀង​,1
ក្នុងខួរក្បាលកើតជំងឺតួឯកមែន ? បានជាទើសបានគ្រប់រឿងនឹង ទទួលស្គាល់ថាមតិខ្លះមានការកែលម្អ តែមិនមែនចេះតែទើសដោយមិនគិតមុខក្រោយទេ,1
អត់យល់ពីសម្ព័ន្ធ,0
ថារកប្រកាន់អ្នកចន្ធូដែរតែពេលចូលមើលprofile គាត់ហើយខ្ជិលប្រកាន់វិញ មិនដឹងប្រកាន់មិចបើគ្នានៅតែលើភ្នំគូលែន,0
មកអានខំមិនដើម្បីបំបាត់ទុក្ខសោក,0
ម្តេចហេីយ នៅភ្នំគូលែនហ្នឹងសុខសប្បាយអត់ ?,0
មីចន្ធូ មីសម្រែ,1
ដើរអត់ទាន់សម័យមែនអុី,0
មិញថារកប្រកាន់តែមើលCoverទៅឈប់ប្រកាន់ហើយ,0
ថ្មីរហូតក្រុមជួង,0
បើគង់ជិតលិចទឹកអាដែលហែងខ្វល់ម្លេះ?,0
នាក់ផុសបានឆ្កួត,1
ចាលោកពូ,0
ឣុីចុះពីភ្នំគូលែនវិញនៅ?,0
រៀនមួយសប្តាហ៍ ច័ន្ទដល់សុក្រ មានពេលមួយថ្ងៃសម្រាប់អោយសិស្សកំសាន្ត កុំអោយគាត់ស្រ្តេះ ពូអត់ដែលរៀនទេមែន?   កំសាន្តតែមួយភ្លែតទេយ៉ាងខ្លាំងមួយម៉ោងអីនឹង,0
កុង ស្រីស្រស់ ប្រុងអោយរៀនដល់ឆ្កួតដូចរៀនមួយព្រហ្មនិងមែន,1
ក្រែងលោកព្រះឯង ក្រុមគ្រួសារអ្នក ចេះចេញពីសាលាដែរតើអី?,0
ពេលរៀនច្រៀងចឹងអាចអោយក្មេងយល់​ការ​បញ្ចេញ​សំឡេង​កាន់តែល្អ​ កាល​ខ្ញុំ​រៀន​គ្រូ​ខ្ញុំ​បង្រៀន​បទ​ Take me to your heart,0
ដល់ទៅភ្នំគូលែនជាមួយពូបានល្អ,0
អាណិតម៉ែឪក្មេងឲ្យយកលុយម្រៀនគួរតែមកគ្រូវិញបង្រៀនបទចម្រៀង,0
និយាយមកដូចមនុស្សចេញពីព្រៃ គេមានរៀន មានកំសាន្តខ្លះចឹងហើយទើបមិន stress,0
បែកមែន,1
អុីឯងសតិអារម្មណ៍មែន?,1
ធ្លាប់នាំកូនសិស្សច្រៀងកំសាន្តដែល,0
Nid Comply ម៉ែឪអាហែងសហការជាមួយពួកទេវតាពីលិចពិភពលោក,1
គ្រាន់​តែ​ជាការ​រំសាយ​អារម្មណ៍​ កាល​ជំនាន់​ខ្ញុំ​នៅ​រៀន​ក៏​មាន​ភាព​សប្បាយ​បែប​និង​ដែរ​ មិន​មាន​អីខុស​ត្រូវ​ណាផង,0
មីចាន់ធូកើតសតិមែន ?,1
Yun ChanThou មើលទៅមានតែមីងអែងទេគ្មានចំណេះដឹង ប្រហែលឡប់នឹងវ៉ូៗដឹង,0
អនុមោទនា ចាន់ធូ,0
E nis kuy sh tah rg chkea jg ban khur chkea,1
Nk Recommended lob stek  somtus somtus,1
Mi E chkut stek,1
លោកគ្រូអ្នកគ្រូសាលាហ្នឹងគាត់ចង់រកភាពល្បីមិនដឹងរកធ្វើបែបណាដើម្បីល្បី មានតែធ្វើបែបហ្នឹង ចម្រៀងខ្មែរប្រពៃណីអីខ្វះអី ទៅចម្លងតែវប្បធម៌ពីគេមក,0
សាលារៀនក្នុងក្ដីស្រមៃមិត្តខ្ញុំ,0
ច្រៀងចុងម៉ោងមុនទៅផ្ទះក៏ខុស​ចាំលេីកក្រោយ​ច្រៀង​បទគោរព​ទង់ជាតិវិញក៏បានដែល,0
...អាហ្នឹងបទដូនតាហែងមែន,1
Who’s hurt u  e ចន្ធូរ?,0
កូនចៅអាស្នាពិបាកនិយាយគ្នាណាស់...,0
ហើយប្រុងអោយរៀនគ្មានពេលសម្រាកកំសាន្តជុំគ្នាទេអី,0
គ្រូបង្រៀន ជាហ្វេនផ្គាប់មុខរបស់ Rose កូនសិស្សង្រូវតែទ្រាំ,0
Yat Thida deal mnuz jas  bab ot,0
HoursengLychheng Try មានអាន cmm,0
គ្រាន់ជាងព្រំ,0
វ៉ូវ៉ូវ៉ូៗៗៗ បាត់ក្បាលទៅណាហើយអាមួយថាទឹកលិចលោកហ្នឹង,1
អត់និយាយច្រើនទេចូលមើលអាខោនមុន អញថាមែនៗ,0
ធូរ kdet យ៉ាប់ណាស់ កន្តឹងពាក់កឆ្កែ,1
រៀនបើកបេះដូងឱ្យទូលាយ កុំបុិនអុចអាល តែស្កពេក ជាតិមិនរីកចម្រើនឡើយបើគំណិតស្មុកយ៉ាងហ្នឹង,1
កូនព្រហ្មចឹងសោះបាន ភ្លើចឹង,1
ពេលទៅរៀន យូរៗគ្រូបង្កើតភាពសប្បាយម្តងទើបក្មេងមានទឹកចិត្តរៀន ហើយចម្រៀងភាសាបរទេស បើយកអោយក្មេងច្រៀងក៏ល្អដែរព្រោះប្រហែលជាគាត់ចង់សាកសមត្ថភាពភាសាអង់គ្លេសរបស់សិស្ស ល្អរឺមិនល្អ កុំផុសអោយតម្លៃគ្រូធ្លាក់ចុះគ្រាន់តែចម្រៀងមួយបទ។,0
មានអីចម្លើយផងគេរៀនផងយកពេលកុំឱ្យកូនសិស្សធុញទ្រាំនៅក្នុងការសិក្សា។បំបែកចំណាប់អារម្មណ៍តិចតួចក្នុងនោះក៏មានភាសាអង់គ្លេសដែរតើ។,0
កាលងាប់បាត់យាយ,1
បើខ្លួនល្ងង់ មិនដែលចូលរៀនអង់គ្លេសក៏ថាទៅ! កាលឯងរៀនអង់គ្លេសពីក្មេង នៅរាល់ថ្ងៃសៅរ៍ គ្រូក៏បង្រៀនបទចម្រៀងដែរ,1
Stek mes,1
Hous jit,0
Mii JKJ Mii jo Kon prum nis very,1
Mi kjas lop,1
Toxic mes ng,0
Chan thou srey laor,0
Yi Kron jg Khos dea jkj ery,1
Chettra Sotheara ANH HOUT JIT,0
Shut up maminigger,1
Roeun Brown gg Tha ey jes Khos,0
មែនហេីយ,0
ពួកអាដែងវាហានតែជាមួយខ្មែរទេ,0
មិនមែនព្រាយទេបង គឺអាប,1
អត់ហ៊ានទេយូនហ្នឹងកូនចៅមេវាហាមប៉ះតាហ៊ានប៉ះរលាកឡូវហ្នឹង,1
ខ្លាចធ្លាក់សក័,0
យួនគ្នាវានឹងដែរហៀនចាប់,0
មែនតើបង,0
អគុណសន្ថិភាព,0
វាមិចហ៊ានប៉ះ ពួកយួន,0
ព្រោះម៉ូតូយួនមានអាគមបាំងបិទទើបមើលមិនឃើញពូ,0
និយាយត្រូវណាស់,0
អស់លោកហ្នឹងហ៍ានក្អកហី,0
ចុះបើឪផ្កាំហើយថាបើឃើញកូនៗអាញ់កុំចាប់,0
យួនចូលមកដូចទឹកហូរ ជ័យយោសន្តិភាព,0
អាបែក,1
ជ័យយោៗ,0
ដោយសារតែអាយ៉ងកញ្ជះយួនត្រកូល,1
កញ្ជះយួន,1
យួនចូលខ្មែរសេរី។ឯខ្មែរចូលយួនអត់សេរីទេ!,0
និយាយចេញមកនឹងសមរង្សុីសុទ្ធ គ្មានបានទៅ ហើយប្រាប់គេថាពិបាក អាភ្លើ,1
ខ្មែរចូលក្នុងទឹកដីយួនក្នុងនាមទេសចរណ៍,0
ចូលដោយសេរីដូចយួនចូលមកខ្មែរអត់?,0
អញ្ចឹងហើយទើបប្រទេសគេរីកចំរើន,0
និយាយត្រូវ,0
ខ្ញុំទៅឥណ្ឌា គេអោយបំពេញបែបបត់ជាមួយប៉ាស្ព៍ហើយទើបអោយទៅ,0
ស្រុកខ្មែរយើងឥឡូវសម្បូរណាស់ពូជអាចោរចង្រៃហ្នឹង។,1
